model,folder,instance_id,source,system_messages,user_messages,assistant_messages,tool_messages,other_messages,other_roles,total_messages,api_calls,cost
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,matplotlib__matplotlib-24177,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/matplotlib__matplotlib-24177/matplotlib__matplotlib-24177.traj.json,1,1,50,50,1,"{""exit"": 1}",103,50,1.114524
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,matplotlib__matplotlib-24570,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/matplotlib__matplotlib-24570/matplotlib__matplotlib-24570.traj.json,1,1,20,19,1,"{""exit"": 1}",42,20,0.32341650000000005
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,matplotlib__matplotlib-24627,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/matplotlib__matplotlib-24627/matplotlib__matplotlib-24627.traj.json,1,1,72,76,1,"{""exit"": 1}",151,72,1.1393247499999999
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,matplotlib__matplotlib-24637,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/matplotlib__matplotlib-24637/matplotlib__matplotlib-24637.traj.json,1,1,21,21,1,"{""exit"": 1}",45,21,0.25808900000000007
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,matplotlib__matplotlib-24870,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/matplotlib__matplotlib-24870/matplotlib__matplotlib-24870.traj.json,1,1,34,35,1,"{""exit"": 1}",72,34,0.651818
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,matplotlib__matplotlib-24970,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/matplotlib__matplotlib-24970/matplotlib__matplotlib-24970.traj.json,1,1,31,31,1,"{""exit"": 1}",65,31,0.40164800000000006
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,matplotlib__matplotlib-25122,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/matplotlib__matplotlib-25122/matplotlib__matplotlib-25122.traj.json,1,1,9,8,1,"{""exit"": 1}",20,9,0.159765
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,matplotlib__matplotlib-25287,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/matplotlib__matplotlib-25287/matplotlib__matplotlib-25287.traj.json,1,1,22,21,1,"{""exit"": 1}",46,22,0.27534525
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,matplotlib__matplotlib-25311,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/matplotlib__matplotlib-25311/matplotlib__matplotlib-25311.traj.json,1,1,78,81,1,"{""exit"": 1}",162,78,1.7764044999999993
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,matplotlib__matplotlib-25332,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/matplotlib__matplotlib-25332/matplotlib__matplotlib-25332.traj.json,1,1,26,26,1,"{""exit"": 1}",55,26,0.289063
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,matplotlib__matplotlib-25479,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/matplotlib__matplotlib-25479/matplotlib__matplotlib-25479.traj.json,1,1,28,29,1,"{""exit"": 1}",60,28,0.335089
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,matplotlib__matplotlib-25775,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/matplotlib__matplotlib-25775/matplotlib__matplotlib-25775.traj.json,1,1,66,74,1,"{""exit"": 1}",143,66,1.3607052499999999
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,matplotlib__matplotlib-25960,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/matplotlib__matplotlib-25960/matplotlib__matplotlib-25960.traj.json,1,1,72,71,1,"{""exit"": 1}",146,72,1.51896525
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,matplotlib__matplotlib-26113,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/matplotlib__matplotlib-26113/matplotlib__matplotlib-26113.traj.json,1,1,23,22,1,"{""exit"": 1}",48,23,0.25400150000000005
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,matplotlib__matplotlib-26208,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/matplotlib__matplotlib-26208/matplotlib__matplotlib-26208.traj.json,1,1,58,57,1,"{""exit"": 1}",118,58,1.1520519999999999
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,matplotlib__matplotlib-26291,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/matplotlib__matplotlib-26291/matplotlib__matplotlib-26291.traj.json,1,1,35,35,1,"{""exit"": 1}",73,35,0.4462027499999999
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,matplotlib__matplotlib-26342,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/matplotlib__matplotlib-26342/matplotlib__matplotlib-26342.traj.json,1,1,36,37,1,"{""exit"": 1}",76,36,0.46676924999999997
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,matplotlib__matplotlib-26466,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/matplotlib__matplotlib-26466/matplotlib__matplotlib-26466.traj.json,1,1,34,34,1,"{""exit"": 1}",71,34,0.39331950000000004
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,mwaskom__seaborn-3069,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/mwaskom__seaborn-3069/mwaskom__seaborn-3069.traj.json,1,1,55,58,1,"{""exit"": 1}",116,55,1.1972507500000003
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,mwaskom__seaborn-3187,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/mwaskom__seaborn-3187/mwaskom__seaborn-3187.traj.json,1,1,74,77,1,"{""exit"": 1}",154,74,1.4853972499999994
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pallets__flask-5014,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pallets__flask-5014/pallets__flask-5014.traj.json,1,1,10,9,1,"{""exit"": 1}",22,10,0.18723375000000003
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,psf__requests-1142,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/psf__requests-1142/psf__requests-1142.traj.json,1,1,14,14,1,"{""exit"": 1}",31,14,0.19220525000000002
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,psf__requests-1724,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/psf__requests-1724/psf__requests-1724.traj.json,1,1,18,19,1,"{""exit"": 1}",40,18,0.16653325000000008
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,psf__requests-1766,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/psf__requests-1766/psf__requests-1766.traj.json,1,1,9,8,1,"{""exit"": 1}",20,9,0.15298
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,psf__requests-1921,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/psf__requests-1921/psf__requests-1921.traj.json,1,1,18,19,1,"{""exit"": 1}",40,18,0.249794
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,psf__requests-2317,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/psf__requests-2317/psf__requests-2317.traj.json,1,1,10,10,1,"{""exit"": 1}",23,10,0.19252250000000004
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,psf__requests-2931,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/psf__requests-2931/psf__requests-2931.traj.json,1,1,13,14,1,"{""exit"": 1}",30,13,0.18074775000000004
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,psf__requests-5414,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/psf__requests-5414/psf__requests-5414.traj.json,1,1,26,26,1,"{""exit"": 1}",55,26,0.29006149999999997
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,psf__requests-6028,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/psf__requests-6028/psf__requests-6028.traj.json,1,1,53,61,1,"{""exit"": 1}",117,53,1.5754992500000002
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-2905,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-2905/pydata__xarray-2905.traj.json,1,1,38,40,1,"{""exit"": 1}",81,38,0.4962662500000001
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-3095,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-3095/pydata__xarray-3095.traj.json,1,1,34,36,1,"{""exit"": 1}",73,34,0.4572085000000001
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-3151,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-3151/pydata__xarray-3151.traj.json,1,1,16,16,1,"{""exit"": 1}",35,16,0.21753000000000003
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-3305,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-3305/pydata__xarray-3305.traj.json,1,1,35,36,1,"{""exit"": 1}",74,35,0.47543650000000004
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-3677,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-3677/pydata__xarray-3677.traj.json,1,1,14,13,1,"{""exit"": 1}",30,14,0.17183400000000001
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-3993,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-3993/pydata__xarray-3993.traj.json,1,1,20,23,1,"{""exit"": 1}",46,20,0.301804
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-4075,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-4075/pydata__xarray-4075.traj.json,1,1,15,14,1,"{""exit"": 1}",32,15,0.19892400000000002
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-4094,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-4094/pydata__xarray-4094.traj.json,1,1,21,21,1,"{""exit"": 1}",45,21,0.31174874999999996
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-4356,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-4356/pydata__xarray-4356.traj.json,1,1,26,28,1,"{""exit"": 1}",57,26,0.37717649999999997
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-4629,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-4629/pydata__xarray-4629.traj.json,1,1,10,9,1,"{""exit"": 1}",22,10,0.14578850000000002
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-4687,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-4687/pydata__xarray-4687.traj.json,1,1,33,36,1,"{""exit"": 1}",72,33,0.6381847500000001
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-4695,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-4695/pydata__xarray-4695.traj.json,1,1,14,17,1,"{""exit"": 1}",34,14,0.18506324999999998
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-4966,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-4966/pydata__xarray-4966.traj.json,1,1,31,31,1,"{""exit"": 1}",65,31,0.44222075000000005
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-6461,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-6461/pydata__xarray-6461.traj.json,1,1,23,25,1,"{""exit"": 1}",51,23,0.33703099999999997
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-6599,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-6599/pydata__xarray-6599.traj.json,1,1,56,56,1,"{""exit"": 1}",115,56,1.9290347500000005
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-6721,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-6721/pydata__xarray-6721.traj.json,1,1,31,33,1,"{""exit"": 1}",67,31,0.40134024999999995
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-6744,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-6744/pydata__xarray-6744.traj.json,1,1,21,21,1,"{""exit"": 1}",45,21,0.416277
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-6938,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-6938/pydata__xarray-6938.traj.json,1,1,17,18,1,"{""exit"": 1}",38,17,0.22929824999999998
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-6992,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-6992/pydata__xarray-6992.traj.json,1,1,24,24,1,"{""exit"": 1}",51,24,0.34761774999999995
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-7229,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-7229/pydata__xarray-7229.traj.json,1,1,25,27,1,"{""exit"": 1}",55,25,0.32567
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-7233,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-7233/pydata__xarray-7233.traj.json,1,1,18,18,1,"{""exit"": 1}",39,18,0.261149
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pydata__xarray-7393,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pydata__xarray-7393/pydata__xarray-7393.traj.json,1,1,26,25,1,"{""exit"": 1}",54,26,0.3134220000000001
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pylint-dev__pylint-4551,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pylint-dev__pylint-4551/pylint-dev__pylint-4551.traj.json,1,1,56,59,1,"{""exit"": 1}",118,56,1.4207340000000002
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pylint-dev__pylint-4604,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pylint-dev__pylint-4604/pylint-dev__pylint-4604.traj.json,1,1,30,31,1,"{""exit"": 1}",64,30,0.38820050000000006
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pylint-dev__pylint-4661,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pylint-dev__pylint-4661/pylint-dev__pylint-4661.traj.json,1,1,23,24,1,"{""exit"": 1}",50,23,0.35402775000000003
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pylint-dev__pylint-4970,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pylint-dev__pylint-4970/pylint-dev__pylint-4970.traj.json,1,1,36,41,1,"{""exit"": 1}",80,36,0.4575365
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pylint-dev__pylint-6386,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pylint-dev__pylint-6386/pylint-dev__pylint-6386.traj.json,1,1,49,52,1,"{""exit"": 1}",104,49,0.6325167499999998
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pylint-dev__pylint-6528,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pylint-dev__pylint-6528/pylint-dev__pylint-6528.traj.json,1,1,66,70,1,"{""exit"": 1}",139,66,1.0636352499999997
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pylint-dev__pylint-6903,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pylint-dev__pylint-6903/pylint-dev__pylint-6903.traj.json,1,1,11,10,1,"{""exit"": 1}",24,11,0.17458925
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pylint-dev__pylint-7080,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pylint-dev__pylint-7080/pylint-dev__pylint-7080.traj.json,1,1,31,35,1,"{""exit"": 1}",69,31,0.55352
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pylint-dev__pylint-7277,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pylint-dev__pylint-7277/pylint-dev__pylint-7277.traj.json,1,1,16,15,1,"{""exit"": 1}",34,16,0.20251124999999998
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pylint-dev__pylint-8898,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pylint-dev__pylint-8898/pylint-dev__pylint-8898.traj.json,1,1,44,45,1,"{""exit"": 1}",92,44,0.6266280000000002
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-10051,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-10051/pytest-dev__pytest-10051.traj.json,1,1,18,20,1,"{""exit"": 1}",41,18,0.27727624999999995
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-10081,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-10081/pytest-dev__pytest-10081.traj.json,1,1,18,18,1,"{""exit"": 1}",39,18,0.22307675000000002
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-10356,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-10356/pytest-dev__pytest-10356.traj.json,1,1,33,34,1,"{""exit"": 1}",70,33,0.47713524999999996
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-5262,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-5262/pytest-dev__pytest-5262.traj.json,1,1,12,12,1,"{""exit"": 1}",27,12,0.158074
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-5631,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-5631/pytest-dev__pytest-5631.traj.json,1,1,15,14,1,"{""exit"": 1}",32,15,0.20921275000000003
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-5787,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-5787/pytest-dev__pytest-5787.traj.json,1,1,36,37,1,"{""exit"": 1}",76,36,0.7374337499999999
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-5809,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-5809/pytest-dev__pytest-5809.traj.json,1,1,7,6,1,"{""exit"": 1}",16,7,0.10862000000000001
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-5840,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-5840/pytest-dev__pytest-5840.traj.json,1,1,50,54,1,"{""exit"": 1}",107,50,1.07440425
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-6197,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-6197/pytest-dev__pytest-6197.traj.json,1,1,76,79,1,"{""exit"": 1}",158,76,2.4080757500000005
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-6202,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-6202/pytest-dev__pytest-6202.traj.json,1,1,22,21,1,"{""exit"": 1}",46,22,0.23836575000000004
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-7205,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-7205/pytest-dev__pytest-7205.traj.json,1,1,14,13,1,"{""exit"": 1}",30,14,0.2138615
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-7236,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-7236/pytest-dev__pytest-7236.traj.json,1,1,36,38,1,"{""exit"": 1}",77,36,0.5470880000000001
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-7324,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-7324/pytest-dev__pytest-7324.traj.json,1,1,27,29,1,"{""exit"": 1}",59,27,0.6701737500000001
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-7432,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-7432/pytest-dev__pytest-7432.traj.json,1,1,26,25,1,"{""exit"": 1}",54,26,0.36163850000000003
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-7490,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-7490/pytest-dev__pytest-7490.traj.json,1,1,30,31,1,"{""exit"": 1}",64,30,0.5589685
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-7521,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-7521/pytest-dev__pytest-7521.traj.json,1,1,28,31,1,"{""exit"": 1}",62,28,0.4145830000000001
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-7571,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-7571/pytest-dev__pytest-7571.traj.json,1,1,16,16,1,"{""exit"": 1}",35,16,0.21352
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-7982,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-7982/pytest-dev__pytest-7982.traj.json,1,1,5,4,1,"{""exit"": 1}",12,5,0.06511000000000002
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,pytest-dev__pytest-8399,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/pytest-dev__pytest-8399/pytest-dev__pytest-8399.traj.json,1,1,28,28,1,"{""exit"": 1}",59,28,0.25239199999999995
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-10297,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/scikit-learn__scikit-learn-10297/scikit-learn__scikit-learn-10297.traj.json,1,1,29,28,1,"{""exit"": 1}",60,29,0.31266175
Claude Opus 4.6,20260217_mini-v2.0.0_claude-4-6-opus,scikit-learn__scikit-learn-10844,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-6-opus/trajs/scikit-learn__scikit-learn-10844/scikit-learn__scikit-learn-10844.traj.json,1,1,13,12,1,"{""exit"": 1}",28,13,0.19338424999999998
